,text,intent
552,what are the afternoon flights between washington and boston,1
553,please give me flight schedules from pittsburgh to philadelphia,1
554,does american airlines fly from boston to san francisco,1
555,please give me flight schedules from baltimore to philadelphia,1
556,are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines,1
557,from denver to pittsburgh on april twenty first i need the cheapest flight,1
558,what is the earliest flight from boston to washington,1
559,what are my choices of flights to get from charlotte to minneapolis arriving about 7 pm in minneapolis,1
560,what flights leave from newark to los angeles in the afternoon,1
561,i'd like to find a flight between dallas and philadelphia,1
562,what is the cheapest way to travel round trip from milwaukee to san francisco,1
563,show me the airlines,1
564,is there any flight leaving washington around 3 o'clock for denver,1
565,what flights available between pittsburgh and baltimore on august eleventh,1
566,what does restriction ap 57 mean,1
567,flights from newark to boston,1
568,show flights leaving boston on wednesday morning and arriving in denver,1
569,on july twenty third all flights on american airlines from philadelphia to san francisco,1
570,i'd like to fly from denver to pittsburgh to atlanta could you find me the cheapest way to do this,1
571,what's the cheapest round trip fare between boston and washington,1
572,nonstop flights from new york city to las vegas on sunday,1
573,display all flights from st. petersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight,1
574,show me all daily flights between milwaukee and orlando,1
575,find me a flight from boston to san francisco with a layover in denver,1
576,how much does it cost to fly eastern airlines from atlanta to boston,1
577,i would like to fly from boston to denver early in the morning,1
578,list all the flights from charlotte to atlanta that return around 7 pm,1
579,i need a listing of flights from kansas city missouri to salt lake city utah,1
580,i'd like a flight from detroit to st. petersburg for tuesday,1
581,show me the airlines that fly from denver to san francisco,1
582,what flights are available from boston to denver,1
583,what flights do you have between pittsburgh and atlanta,1
584,i want to arrive in detroit around 6 pm and i'm leaving from chicago,1
585,show me what flights are available from baltimore to dallas with economy fares,1
586,show me the most expensive one way flight from detroit to westchester county,1
587,round trip fare from baltimore to philadelphia less than 1000 dollars,1
588,which airlines fly from toronto to san diego and have a stopover in denver,1
589,what are the coach fares from charlotte to la wednesday night,1
590,could you tell me what the abbreviation us stands for,1
591,could you give me a flight between pittsburgh and philadelphia,1
592,show me the flights from san diego to newark,1
593,can i have a list of all the thursday flights from baltimore to atlanta that leave after 1 pm,1
594,what is the latest flight from philadelphia to boston,1
595,what are the flights from baltimore to dallas on sunday afternoon,1
596,show me airlines with flights from pittsburgh to boston please,1
597,i'd like to know the earliest flight from boston to san francisco,1
598,list flights from philadelphia to dallas that stop in atlanta,1
599,show me one way flights from tampa to st. louis departing before 10 am,1
600,what ground transportation is available in denver,1
601,i need a thursday flight from pittsburgh to baltimore arriving in baltimore before 9 o'clock,1
602,list the number of flights arriving in dallas fort worth from boston before noon,1
603,what is the round trip fare on continental 1291 from dallas to san francisco and return,1
604,show flights from denver into san francisco,1
605,i would like a flight from washington to boston flight 324 on august twentieth,1
606,i need a flight from pittsburgh to new york departing after 5 pm,1
607,i want a list of flights from pittsburgh to baltimore on thursday that arrive in baltimore before 10 am,1
608,what flights does delta have from dallas to denver after 5 o'clock,1
609,what is the earliest flight from boston to san francisco on november seventh,1
610,i'd like information on a flight from denver to san francisco on united air,1
